,conjunction set training time,decision tree training time,decision_tree_accuracy,decision_tree_auc,decision_tree_average_depth,decision_tree_max_depth,decision_tree_min_depth,df_name,ensemble max_depth,ensemble_accuracy,ensemble_auc,ensemble_average_depth,ensemble_min_depth,filter_approach,iteration,new model training time,new_model_accuracy,new_model_auc,new_model_average_depth,new_model_max_depth,new_model_min_depth,number of branches per iteration,number_of_branches,number_of_estimators,probability_threshold,random forest training time,sklearn_vs_our_ensemble_predictions_disagreements
27,59513,412207,0.9609756097560975,0.9774419988102321,3.351219512195122,7,3,breast cancer,843,0.9902439024390244,0.9967638310529447,634.2926829268292,532,probability,7,16377,0.9414634146341463,0.9292563950029744,12.970731707317073,26,4,"[270, 2850, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4916,150,4000,284956,0
28,749432,365315,0.9560975609756097,0.9560975609756097,3.370731707317073,8,2,breast cancer,874,0.9707317073170731,0.9957049375371801,627.3951219512195,539,probability,8,2028,0.9219512195121952,0.9516835217132659,15.970731707317073,25,4,"[95, 852, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4517,150,4000,626949,0
29,698405,231793,0.9414634146341463,0.9642950624628196,3.209756097560976,6,3,breast cancer,786,0.9658536585365853,0.9866508030933967,607.4,497,probability,9,437732,0.8780487804878049,0.944651992861392,12.395121951219512,23,4,"[236, 1105, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4636,150,4000,241640,0
30,719682,211960,0.9555555555555556,0.9661728395061729,3.1555555555555554,5,1,iris,213,0.9777777777777777,0.999753086419753,134.9111111111111,67,probability,0,852911,0.9777777777777777,0.9993827160493827,12.088888888888889,24,7,"[82, 173, 303, 533, 726, 1105, 1609, 2166, 2679, 2843, 3592, 3776, 4003, 4002, 4004, 4002, 4003, 4000, 4000, 4000, 4002, 4000, 4000, 4002, 4002, 4000, 4001, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4160,50,4000,78130,2
31,824480,200541,0.9777777777777777,0.9830864197530864,2.3333333333333335,3,1,iris,201,0.9777777777777777,0.9987654320987656,127.84444444444445,69,probability,1,739430,0.9777777777777777,0.999753086419753,11.422222222222222,19,6,"[51, 121, 202, 285, 495, 667, 914, 949, 1169, 1617, 2134, 2603, 3030, 3263, 4003, 4001, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4002, 4000, 4000, 4002, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000]",4159,50,4000,61337,0
32,615101,200540,0.9555555555555556,0.9666666666666668,2.0444444444444443,3,1,iris,203,0.9555555555555556,0.9980246913580247,130.17777777777778,63,probability,2,780033,0.9555555555555556,0.9980246913580246,11.4,18,8,"[15, 70, 119, 226, 231, 277, 452, 653, 746, 1056, 1350, 1579, 1917, 2000, 2694, 3321, 4001, 4002, 4002, 4002, 3904, 4000, 4001, 4000, 4000, 4000, 4000, 4002, 4000, 4000, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4134,50,4000,83634,0
33,910748,200044,0.9555555555555556,0.9790123456790124,2.7777777777777777,4,1,iris,182,0.9333333333333333,0.9953086419753087,131.13333333333333,61,probability,3,704879,0.9333333333333333,0.9913580246913579,12.222222222222221,18,5,"[20, 55, 74, 173, 314, 514, 769, 1004, 1487, 1487, 2162, 2280, 2487, 2942, 3194, 3277, 3381, 4004, 4005, 4000, 3930, 3930, 4001, 4000, 4001, 4004, 4003, 4001, 4002, 4000, 4000, 4001, 4000, 4000, 4000, 4005, 4005, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4148,50,4000,89126,3
34,779092,213299,1.0,1.0,2.8,4,1,iris,208,1.0,0.9998765432098766,134.0,61,probability,4,835875,1.0,1.0,11.022222222222222,18,6,"[18, 88, 142, 331, 416, 739, 1135, 1268, 1698, 1899, 1981, 2426, 2736, 3332, 3383, 3746, 4000, 4000, 4001, 4000, 4002, 4003, 4007, 4001, 4004, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4128,50,4000,62640,3
35,233297,238308,0.9777777777777777,0.9830864197530864,2.2444444444444445,3,1,iris,205,0.9555555555555556,0.9990123456790123,123.4,59,probability,5,348408,0.9555555555555556,0.9822222222222222,10.777777777777779,21,6,"[13, 63, 109, 145, 240, 437, 437, 439, 451, 588, 614, 708, 750, 1262, 1262, 1517, 1891, 2064, 2239, 2544, 2724, 2983, 3114, 3672, 3754, 4000, 4000, 4000, 4001, 4000, 4000, 4001, 4002, 4002, 4000, 4000, 4000, 4002, 4003, 4000, 4001, 4001, 4000, 4000, 4003, 4000, 4000, 4000, 4001]",4140,50,4000,69019,0
36,492418,216145,0.9777777777777777,0.9945679012345678,2.2888888888888888,3,1,iris,203,0.9333333333333333,0.9977777777777778,126.37777777777778,65,probability,6,759555,0.9333333333333333,0.9977777777777779,10.911111111111111,21,7,"[27, 74, 143, 332, 519, 756, 979, 1132, 1364, 1424, 1505, 2246, 2428, 2679, 2751, 3999, 4000, 4000, 4002, 4002, 4000, 4001, 4000, 4001, 4000, 4001, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3953, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000]",4184,50,4000,70332,2
37,333496,296024,0.9555555555555556,0.9814814814814815,2.3777777777777778,3,1,iris,206,1.0,1.0,130.0,65,probability,7,716637,0.9777777777777777,0.9987654320987654,11.777777777777779,18,6,"[15, 52, 115, 200, 451, 606, 882, 923, 1444, 1750, 2206, 2960, 3381, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4001, 4001, 4001, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4001, 4001, 4001, 4000, 4001, 3955, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4133,50,4000,69016,1
38,620748,222679,0.9333333333333333,0.9492592592592594,2.422222222222222,3,1,iris,167,0.9333333333333333,0.9962962962962963,123.46666666666667,63,probability,8,648071,0.9333333333333333,0.9962962962962963,11.688888888888888,18,8,"[21, 75, 169, 169, 234, 274, 329, 428, 609, 837, 1369, 1369, 1971, 2239, 2605, 2713, 2713, 2718, 3003, 3103, 3689, 3689, 3708, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4002, 4000, 4000, 4001, 4001, 4004, 4000, 4000, 4000, 3965, 4000, 4003, 4000, 4000, 4000, 4001, 4001, 4001]",4121,50,4000,62697,2
39,266907,205532,0.9777777777777777,0.9809876543209877,1.7333333333333334,3,1,iris,175,0.9555555555555556,0.9977777777777778,119.31111111111112,85,probability,9,681233,0.9555555555555556,0.9722222222222222,13.022222222222222,18,9,"[22, 54, 176, 196, 196, 260, 500, 527, 671, 994, 1401, 2001, 2632, 2970, 3332, 3332, 3652, 3759, 4001, 4003, 3914, 4005, 4000, 4000, 4006, 4000, 4003, 4000, 4001, 4001, 4001, 4000, 4000, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 3966, 4000, 4000, 4000, 4002, 4000, 4000, 4000, 4000]",4176,50,4000,62507,1
40,311878,200536,0.9333333333333333,0.9804938271604939,2.422222222222222,5,1,iris,434,0.9555555555555556,0.9977777777777778,246.57777777777778,124,probability,0,988017,0.9777777777777777,0.9902469135802469,11.911111111111111,20,8,"[23, 61, 123, 196, 339, 484, 677, 639, 746, 928, 1188, 1490, 2239, 2634, 3532, 3873, 4000, 4000, 4001, 4000, 4002, 4000, 4001, 4002, 4001, 4001, 4001, 4007, 4000, 4001, 4005, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3999, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4133,100,4000,147146,3
41,394944,216184,0.9777777777777777,0.9830864197530864,2.422222222222222,3,1,iris,376,0.9777777777777777,0.9982716049382716,257.84444444444443,130,probability,1,770096,0.9777777777777777,0.9985185185185185,8.822222222222223,17,6,"[23, 66, 98, 267, 456, 501, 552, 587, 665, 888, 1157, 1157, 1191, 1900, 2024, 2064, 2110, 2384, 3327, 3733, 4000, 4004, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4004, 4004, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4001, 4001, 4001, 4001, 4001, 4000, 4000, 4000, 3978, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4004, 4000, 4000, 4000, 4000, 4002, 4002, 4002, 4002, 4000, 4000, 4000, 4000, 4003, 4003, 4003]",4198,100,4000,131514,2
42,290431,194639,0.9333333333333333,0.9644444444444445,2.3333333333333335,5,1,iris,409,0.9555555555555556,0.9979012345679013,258.46666666666664,144,probability,2,734526,0.9555555555555556,0.991604938271605,12.8,18,9,"[28, 77, 141, 224, 511, 656, 674, 781, 907, 924, 1534, 1976, 2246, 2254, 2326, 2480, 2894, 3205, 3617, 3960, 4000, 4017, 4001, 4006, 4002, 4002, 4000, 4001, 4000, 4001, 4002, 4001, 4001, 4001, 4004, 4000, 4000, 4000, 4003, 4001, 4001, 4000, 4002, 4002, 4003, 4000, 4001, 4000, 4000, 4000, 4001, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3993, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4003, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000]",4076,100,4000,138013,0
43,384353,217173,0.9333333333333333,0.95,2.3555555555555556,4,1,iris,372,0.9333333333333333,0.9969135802469136,242.62222222222223,130,probability,3,933153,0.9333333333333333,0.9914814814814814,9.955555555555556,16,7,"[26, 52, 145, 172, 232, 322, 385, 517, 691, 819, 933, 1071, 1260, 1428, 1788, 1788, 1844, 2187, 2545, 3189, 3518, 3562, 3570, 4000, 4000, 4000, 4000, 4001, 4000, 4002, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3996, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3992, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4195,100,4000,115897,2
44,214887,431434,0.9333333333333333,0.95,1.8888888888888888,3,1,iris,381,0.9333333333333333,0.9953086419753086,225.62222222222223,138,probability,4,954607,0.9333333333333333,0.9893827160493827,10.022222222222222,18,7,"[11, 46, 73, 84, 122, 238, 274, 303, 441, 540, 540, 748, 860, 896, 896, 1212, 1306, 1475, 2024, 2949, 3016, 3238, 3238, 3372, 3908, 3923, 3923, 3975, 4002, 4001, 4000, 4001, 4002, 4002, 4002, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4003, 4003, 4003, 4001, 4001, 4001, 4001, 4001, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4047,100,4000,122403,1
45,132174,200645,0.9555555555555556,0.9818518518518519,2.511111111111111,3,1,iris,377,0.9333333333333333,0.9969135802469136,264.22222222222223,117,probability,5,806533,0.9555555555555556,0.988395061728395,11.311111111111112,16,8,"[23, 77, 140, 189, 242, 500, 525, 631, 734, 757, 818, 1103, 1571, 1897, 2016, 2542, 2833, 3637, 4000, 4002, 3973, 4001, 4001, 4000, 4000, 4002, 4001, 4001, 4001, 4000, 4000, 4002, 4000, 4000, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4102,100,4000,200536,2
46,598843,200128,0.9555555555555556,0.9666666666666668,2.311111111111111,4,1,iris,365,0.9555555555555556,0.9980246913580246,242.73333333333332,126,probability,6,954585,0.9555555555555556,0.9830864197530864,11.444444444444445,19,7,"[18, 74, 115, 216, 222, 312, 498, 491, 715, 760, 1166, 1324, 1454, 2375, 2475, 2782, 3149, 4000, 4001, 4001, 4001, 4001, 4002, 4001, 4003, 4000, 4002, 4001, 4000, 4001, 4000, 4004, 4004, 4000, 4000, 4000, 4001, 4001, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4003, 4003, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4003, 3990, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4001, 4001, 4001, 4001, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4001, 4000, 4000]",4120,100,4000,121568,0
47,845747,200551,0.9555555555555556,0.9666666666666668,1.9777777777777779,3,1,iris,341,0.9555555555555556,0.9983950617283951,241.7111111111111,138,probability,7,764395,0.9555555555555556,0.9779012345679012,12.0,19,8,"[22, 31, 47, 77, 92, 182, 277, 307, 347, 380, 393, 530, 815, 1157, 1402, 1568, 1657, 1819, 1945, 2395, 2664, 2783, 2783, 2783, 3528, 4002, 4005, 4005, 4005, 4001, 4003, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4003, 3968, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4002, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4001, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000]",4110,100,4000,147144,1
48,154813,200538,0.9111111111111111,0.9333333333333332,2.4444444444444446,4,1,iris,392,0.9555555555555556,0.9969135802469136,256.4,139,probability,8,833478,0.9555555555555556,0.9974074074074074,11.155555555555555,17,5,"[27, 77, 124, 209, 302, 470, 548, 847, 918, 1275, 1429, 1552, 2194, 2612, 3638, 3712, 3890, 4000, 4000, 4003, 4005, 4005, 4000, 4000, 4002, 4002, 4005, 4004, 4002, 4004, 4003, 4001, 4001, 4001, 4001, 4001, 4001, 4001, 4003, 4003, 4000, 4000, 4001, 4001, 4001, 4001, 4001, 4001, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4076,100,4000,153699,3
49,251146,216152,0.9555555555555556,0.9666666666666668,2.2222222222222223,4,1,iris,366,0.9555555555555556,0.9950617283950618,234.75555555555556,141,probability,9,733118,0.9333333333333333,0.9851851851851852,11.155555555555555,20,7,"[33, 74, 213, 331, 424, 921, 1377, 1291, 1452, 1682, 2065, 2467, 2720, 2764, 2926, 2946, 3083, 3083, 3242, 3248, 3732, 3732, 3897, 3914, 4001, 4012, 4003, 4003, 4000, 4004, 4001, 4002, 4002, 4002, 4000, 4000, 4001, 4002, 4002, 4001, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4004, 4004, 4001, 4001, 4001, 4000, 4000, 4001, 4002, 3988, 3988, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3993, 3993, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4204,100,4000,138025,3
50,33231,200083,0.9333333333333333,0.9969135802469136,2.422222222222222,3,1,iris,558,0.9333333333333333,0.9958024691358025,363.4,180,probability,0,918076,0.9111111111111111,0.9950617283950616,11.933333333333334,19,5,"[43, 137, 328, 584, 795, 989, 1027, 930, 1145, 1374, 1575, 1841, 2225, 2279, 2408, 2646, 2976, 3172, 3289, 3781, 3808, 3849, 4000, 4005, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4001, 4001, 4003, 4003, 4003, 4003, 4000, 3991, 4000, 4000, 4004, 4001, 4001, 4001, 4001, 4001, 4001, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4002, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3987, 3987, 3987, 4000, 4000, 4001, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3995, 3995, 3995, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3994, 3994, 3994, 4000, 4000, 4000, 4000, 4000, 4000]",4221,150,4000,216167,1
51,391031,315888,0.9555555555555556,0.9666666666666668,2.3333333333333335,4,1,iris,551,0.9777777777777777,0.9982716049382716,367.1333333333333,218,probability,1,14414,0.9555555555555556,0.9844444444444445,11.022222222222222,17,6,"[10, 22, 28, 93, 138, 213, 315, 305, 504, 606, 876, 1061, 1343, 1695, 1750, 1750, 2071, 2414, 2858, 2873, 3530, 3808, 4001, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4002, 4002, 4001, 4001, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4000, 4000, 4002, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4002, 4000, 4000, 4000, 4000, 3990, 3990, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4001, 4001, 4000, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4002, 4002]",4121,150,4000,200538,0
52,707121,222672,0.9333333333333333,0.95,2.1333333333333333,3,1,iris,503,0.9333333333333333,0.9948148148148148,361.9111111111111,186,probability,2,879334,0.9333333333333333,0.9822222222222222,12.022222222222222,20,6,"[36, 68, 131, 173, 229, 506, 617, 702, 865, 1298, 1481, 1481, 1481, 1855, 2078, 2267, 2729, 2893, 3583, 3584, 3532, 3532, 3720, 4000, 4003, 4000, 4000, 4000, 4002, 4000, 4003, 4000, 4000, 4000, 4002, 4002, 4002, 4005, 4003, 4000, 3940, 3940, 4000, 4000, 4000, 4002, 4002, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4001, 4001, 4001, 4001, 4001, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 3992, 3992, 3992, 3992, 4000, 4000, 4000, 4002, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4209,150,4000,401492,3
53,393530,226997,0.9333333333333333,0.9814814814814816,2.2,3,1,iris,561,0.9333333333333333,0.9945679012345678,352.6222222222222,215,probability,3,838961,0.9555555555555556,0.9796296296296296,10.333333333333334,17,7,"[21, 28, 40, 86, 109, 195, 273, 468, 713, 759, 797, 816, 836, 953, 957, 997, 1015, 1141, 1227, 1338, 1918, 2148, 2372, 2538, 3054, 3130, 3154, 3154, 3176, 3182, 3352, 3402, 3402, 3893, 4001, 4000, 4000, 4000, 4000, 4001, 3984, 4000, 4002, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4001, 4001, 4001, 4001, 4003, 4000, 3993, 3993, 3993, 3993, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4003, 4003, 4003, 4003, 4003, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4001, 4000, 4000, 4001, 4003, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4002, 4002, 4002, 4002, 4003, 4003, 4001, 4001, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000]",4103,150,4000,200534,0
